participant_idx,auditory_localization,visualcue_localization
16,right,right
16,left,normal
16,left,left
16,left,normal
16,left,right
16,left,left
16,right,left
16,left,left
16,right,right
16,left,right
16,right,normal
16,left,normal
16,right,right
16,right,normal
16,right,left
16,left,normal
16,right,left
16,left,normal
16,left,right
16,right,normal
16,right,normal
16,left,right
16,right,right
16,left,normal
16,left,left
16,right,left
16,right,normal
16,right,normal
16,right,right
16,left,right
16,left,normal
16,right,left
16,right,normal
16,right,normal
16,left,normal
16,left,left
16,left,right
16,left,left
16,left,normal
16,left,normal
16,left,normal
16,right,left
16,left,left
16,left,normal
16,right,normal
16,right,right
16,right,left
16,right,normal
16,left,right
16,left,left
16,right,normal
16,left,left
16,left,left
16,right,normal
16,right,normal
16,right,normal
16,right,right
16,left,normal
16,right,normal
16,left,normal
16,right,left
16,left,normal
16,right,normal
16,right,right
16,right,normal
16,left,right
16,right,normal
16,left,normal
16,right,right
16,left,right
16,right,left
16,right,left
16,right,right
16,right,normal
16,right,left
16,right,right
16,left,right
16,left,normal
16,right,normal
16,right,right
16,left,left
16,right,right
16,right,right
16,right,normal
16,left,left
16,right,right
16,left,right
16,left,normal
16,left,normal
16,right,left
16,right,left
16,left,normal
16,right,right
16,left,left
16,left,right
16,right,right
16,right,normal
16,right,normal
16,left,normal
16,left,normal
16,right,right
16,left,left
16,left,right
16,right,right
16,left,left
16,left,right
16,right,normal
16,right,normal
16,left,right
16,left,normal
16,right,normal
16,left,left
16,left,left
16,right,right
16,left,normal
16,right,left
16,right,left
16,right,normal
16,left,normal
16,right,right
16,left,normal
16,right,normal
16,left,right
16,left,right
16,left,left
16,left,normal
16,right,left
16,left,right
16,right,right
16,right,left
16,left,left
16,left,right
16,left,left
16,left,right
16,left,left
16,left,left
16,right,right
16,right,left
16,left,left
16,left,right
16,right,left
16,right,normal
16,left,left
16,left,normal
16,right,normal
16,right,left
16,left,normal
16,right,normal
16,left,left
16,left,right
16,left,right
16,left,left
16,right,left
16,left,left
16,right,normal
16,right,left
16,right,left
16,right,left
16,left,right
16,right,left
16,right,normal
16,left,normal
16,right,normal
16,right,right
16,right,right
16,left,right
16,right,normal
16,right,right
16,right,normal
16,right,left
16,left,left
16,left,left
16,right,right
16,right,left
16,right,right
16,right,left
16,left,left
16,left,right
16,right,right
16,left,left
16,right,left
16,left,right
16,left,normal
16,left,left
16,left,normal
16,right,right
16,right,left
16,left,right
16,left,right
16,left,left
16,right,right
16,right,normal
16,left,left
16,right,left
16,right,left
16,right,right
16,left,left
16,right,right
16,right,left
16,left,left
16,left,right
16,left,normal
16,left,right
16,right,normal
16,left,normal
16,left,right
16,left,left
16,left,left
16,right,normal
16,right,left
16,left,left
16,right,left
16,left,right
16,right,normal
16,left,left
16,right,normal
16,left,normal
16,left,left
16,right,normal
16,right,right
16,left,left
16,right,right
16,left,right
16,right,left
16,left,right
16,right,normal
16,right,normal
16,right,left
16,right,normal
16,right,right
16,left,normal
16,left,normal
16,right,right
16,left,right
16,right,left
16,left,right
16,left,left
16,left,right
16,left,left
16,left,right
16,right,left
17,left,right
17,right,right
17,right,right
17,right,left
17,left,normal
17,left,left
17,right,right
17,left,left
17,left,left
17,left,right
17,left,left
17,left,normal
17,right,right
17,left,normal
17,left,right
17,left,left
17,left,normal
17,left,normal
17,right,right
17,right,normal
17,right,normal
17,right,left
17,left,right
17,left,normal
17,left,normal
17,right,right
17,right,left
17,left,right
17,right,right
17,left,normal
17,right,right
17,right,right
17,left,right
17,left,normal
17,right,left
17,left,normal
17,right,right
17,right,normal
17,right,right
17,left,normal
17,left,right
17,left,normal
17,right,left
17,left,left
17,right,left
17,left,left
17,left,left
17,left,left
17,left,left
17,right,left
17,right,left
17,left,right
17,right,normal
17,left,left
17,right,normal
17,right,right
17,right,normal
17,left,left
17,left,right
17,left,normal
17,right,left
17,right,normal
17,right,left
17,left,right
17,left,left
17,right,normal
17,right,left
17,left,normal
17,left,left
17,right,left
17,left,left
17,right,left
17,right,normal
17,right,left
17,right,normal
17,right,right
17,left,right
17,right,left
17,right,right
17,right,normal
17,left,left
17,left,right
17,right,right
17,right,left
17,right,normal
17,right,normal
17,right,right
17,right,normal
17,left,left
17,right,normal
17,right,right
17,left,left
17,right,left
17,left,left
17,right,normal
17,left,normal
17,left,left
17,left,left
17,right,normal
17,left,right
17,right,right
17,right,right
17,right,normal
17,right,normal
17,right,normal
17,right,normal
17,left,normal
17,left,right
17,left,right
17,left,normal
17,right,left
17,left,normal
17,right,right
17,left,right
17,right,left
17,left,left
17,left,right
17,right,normal
17,left,right
17,left,left
17,left,left
17,left,left
17,right,normal
17,left,left
17,right,left
17,right,left
17,left,normal
17,right,right
17,left,right
17,right,left
17,left,left
17,right,left
17,left,right
17,left,left
17,left,right
17,left,left
17,left,right
17,left,right
17,right,normal
17,right,left
17,right,left
17,left,right
17,left,normal
17,right,normal
17,right,right
17,left,left
17,right,normal
17,left,left
17,left,normal
17,right,normal
17,right,right
17,left,right
17,left,right
17,left,right
17,left,right
17,right,right
17,left,right
17,right,right
17,left,right
17,right,left
17,right,right
17,left,right
17,right,left
17,left,right
17,left,right
17,left,right
17,right,normal
17,left,normal
17,right,normal
17,left,normal
17,right,left
17,right,right
17,left,normal
17,left,left
17,right,right
17,left,normal
17,left,right
17,left,normal
17,right,normal
17,right,normal
17,right,normal
17,left,normal
17,right,left
17,right,right
17,left,right
17,right,left
17,left,normal
17,right,left
17,right,normal
17,right,normal
17,left,right
17,left,normal
17,right,right
17,right,left
17,right,normal
17,left,normal
17,left,right
17,right,right
17,right,normal
17,left,left
17,right,left
17,left,right
17,left,normal
17,left,left
17,left,left
17,left,normal
17,right,right
17,right,normal
17,right,normal
17,right,left
17,right,left
17,left,left
17,left,normal
17,left,normal
17,right,left
17,right,right
17,left,left
17,left,left
17,right,left
17,right,normal
17,left,normal
17,left,left
17,right,right
17,left,normal
17,left,right
17,left,right
17,right,right
17,left,left
17,right,right
17,right,left
17,left,right
17,left,right
17,right,left
17,right,normal
17,right,right
17,right,normal
17,left,left
17,right,right
17,right,right
17,left,left
17,right,normal
17,right,right
17,left,normal
17,right,left
17,left,normal
17,left,right
17,right,normal
17,left,normal
17,left,right
17,right,normal
17,right,left
17,right,normal
17,right,right
17,right,normal
17,right,left
17,left,normal
17,right,right
17,left,left
17,left,right
17,left,normal
17,right,normal
17,right,right
17,left,normal
17,left,right
17,left,left
17,right,right
17,right,left
17,left,normal
17,left,left
17,left,left
17,right,left
17,right,normal
17,left,normal
17,right,right
17,right,right
17,left,left
17,right,right
17,right,left
17,left,normal
17,right,left
17,left,left
17,right,left
17,right,left
17,right,right
17,left,normal
17,left,normal
17,left,right
17,left,normal
18,right,left
18,right,left
18,left,normal
18,left,left
18,left,left
18,right,right
18,left,normal
18,right,left
18,left,normal
18,right,normal
18,left,normal
18,right,normal
18,left,normal
18,right,right
18,left,right
18,right,left
18,left,normal
18,right,normal
18,right,right
18,right,right
18,left,left
18,right,normal
18,left,right
18,left,left
18,left,left
18,left,normal
18,right,right
18,left,left
18,right,right
18,right,right
18,left,right
18,left,left
18,left,left
18,left,left
18,left,left
18,right,right
18,left,left
18,right,left
18,right,right
18,right,left
18,left,right
18,left,normal
18,right,right
18,left,right
18,right,right
18,left,right
18,left,right
18,left,normal
18,left,left
18,right,left
18,right,normal
18,left,normal
18,left,normal
18,right,left
18,right,normal
18,left,right
18,left,normal
18,left,left
18,left,right
18,right,right
18,left,left
18,right,right
18,right,normal
18,right,right
18,right,right
18,right,left
18,right,normal
18,right,normal
18,right,normal
18,left,left
18,right,left
18,right,right
18,left,left
18,right,left
18,right,left
18,right,left
18,left,right
18,left,right
18,right,normal
18,right,right
18,left,normal
18,left,normal
18,left,normal
18,left,right
18,left,normal
18,right,left
18,right,left
18,right,left
18,right,right
18,right,right
18,right,normal
18,right,right
18,right,normal
18,right,normal
18,left,left
18,left,right
18,right,normal
18,left,right
18,right,right
18,right,normal
18,left,left
18,left,right
18,left,right
18,left,normal
18,right,right
18,right,left
18,right,normal
18,left,right
18,right,right
18,right,right
18,left,right
18,right,normal
18,right,right
18,left,normal
18,left,normal
18,right,left
18,left,right
18,right,normal
18,right,normal
18,right,left
18,right,right
18,left,right
18,right,right
18,right,right
18,left,right
18,right,left
18,right,right
18,left,right
18,right,left
18,right,right
18,right,right
18,left,normal
18,right,normal
18,right,left
18,left,normal
18,left,right
18,left,right
18,right,right
18,right,normal
18,right,normal
18,left,right
18,left,left
18,left,left
18,right,left
18,left,left
18,right,normal
18,left,left
18,right,normal
18,right,normal
18,right,normal
18,right,left
18,right,right
18,left,normal
18,right,normal
18,left,left
18,left,normal
18,right,right
18,right,left
18,left,right
18,left,right
18,left,left
18,right,normal
18,left,normal
18,left,right
18,left,right
18,left,normal
18,right,left
18,right,left
18,right,left
18,right,left
18,right,right
18,right,normal
18,right,normal
18,left,normal
18,right,left
18,left,right
18,right,right
18,right,normal
18,left,right
18,right,left
18,right,normal
18,right,normal
18,left,normal
18,right,left
18,left,normal
18,left,right
18,left,normal
18,left,normal
18,left,right
18,right,normal
18,right,right
18,left,right
18,left,right
18,right,left
18,right,right
18,right,left
18,left,right
18,right,left
18,right,right
18,left,normal
18,left,left
18,right,normal
18,left,right
18,left,right
18,left,normal
18,left,left
18,left,right
18,left,left
18,left,left
18,right,normal
18,left,right
18,right,left
18,left,left
18,right,left
18,right,right
18,right,normal
18,right,normal
18,right,normal
18,left,normal
18,right,left
18,left,right
18,right,normal
18,right,normal
18,right,normal
18,right,left
18,left,normal
18,left,normal
18,left,left
18,right,right
18,left,normal
18,right,right
18,right,normal
18,right,right
18,right,right
18,left,left
18,left,left
18,right,left
18,left,left
18,left,right
18,left,left
18,left,normal
18,left,normal
18,right,right
18,left,right
18,left,left
18,left,left
18,left,normal
18,right,left
18,left,left
18,left,right
18,right,left
18,left,left
18,right,normal
18,left,left
18,left,normal
18,left,left
18,right,right
18,left,left
18,left,normal
18,left,left
18,left,right
18,right,left
18,right,left
18,left,right
18,left,left
18,right,left
18,left,left
18,left,normal
18,left,left
18,left,right
18,right,normal
18,left,left
18,left,right
18,right,left
18,left,normal
18,right,normal
18,left,left
18,left,left
18,right,right
18,left,normal
18,right,left
18,right,normal
18,right,left
18,left,normal
18,left,normal
18,left,normal
18,left,normal
18,right,right
19,left,left
19,left,left
19,left,normal
19,right,normal
19,right,right
19,left,left
19,right,normal
19,left,right
19,left,normal
19,right,normal
19,right,right
19,left,left
19,left,left
19,left,right
19,left,right
19,right,right
19,left,left
19,right,left
19,right,right
19,right,left
19,left,right
19,left,normal
19,left,left
19,right,right
19,right,normal
19,right,normal
19,left,right
19,right,normal
19,right,right
19,left,right
19,left,left
19,left,right
19,right,left
19,right,left
19,right,normal
19,left,right
19,left,normal
19,right,left
19,left,left
19,left,right
19,right,left
19,right,right
19,left,left
19,left,right
19,right,normal
19,left,normal
19,left,left
19,right,normal
19,right,left
19,left,left
19,right,left
19,left,right
19,left,right
19,left,right
19,right,normal
19,left,left
19,right,right
19,left,right
19,left,normal
19,left,left
19,right,left
19,right,right
19,right,normal
19,right,normal
19,left,right
19,right,right
19,left,right
19,right,left
19,left,normal
19,right,right
19,left,left
19,right,left
19,left,right
19,left,normal
19,left,normal
19,left,right
19,right,right
19,left,normal
19,left,right
19,left,normal
19,right,normal
19,right,left
19,right,right
19,right,right
19,right,normal
19,left,normal
19,left,left
19,right,right
19,right,normal
19,right,left
19,right,normal
19,left,normal
19,right,left
19,right,left
19,left,right
19,right,right
19,left,right
19,right,left
19,right,right
19,left,left
19,left,left
19,left,normal
19,right,normal
19,right,right
19,right,normal
19,left,normal
19,left,right
19,left,right
19,left,right
19,right,normal
19,left,right
19,right,right
19,right,right
19,right,right
19,right,left
19,left,left
19,right,right
19,left,normal
19,left,normal
19,right,right
19,left,right
19,left,normal
19,left,normal
19,left,normal
19,right,normal
19,right,normal
19,left,normal
19,right,right
19,left,left
19,right,right
19,right,right
19,right,left
19,right,normal
19,left,left
19,right,right
19,left,right
19,left,left
19,right,left
19,left,normal
19,right,left
19,right,normal
19,left,left
19,right,left
19,left,normal
19,right,left
19,right,left
19,right,right
19,left,right
19,right,left
19,left,normal
19,left,left
19,right,normal
19,right,right
19,left,normal
19,right,normal
19,left,right
19,left,left
19,right,normal
19,left,right
19,right,normal
19,right,right
19,left,left
19,left,left
19,right,left
19,left,left
19,left,normal
19,right,left
19,left,left
19,left,left
19,right,normal
19,right,right
19,right,left
19,right,right
19,right,left
19,right,normal
19,left,right
19,left,right
19,right,normal
19,right,right
19,left,left
19,left,normal
19,right,left
19,right,normal
19,left,right
19,left,normal
19,left,left
19,left,right
19,left,normal
19,right,right
19,right,right
19,right,left
19,right,normal
19,left,right
19,left,normal
19,left,normal
19,right,right
19,right,normal
19,right,right
19,left,left
19,left,normal
19,right,left
19,right,right
19,right,normal
19,left,right
19,right,left
19,left,normal
19,left,normal
19,left,left
19,left,right
19,right,right
19,right,left
19,left,left
19,right,normal
19,right,normal
19,right,left
19,right,left
19,right,left
19,left,left
19,left,normal
19,right,right
19,left,right
19,right,right
19,right,normal
19,left,right
19,left,normal
19,left,left
19,right,right
19,left,left
19,left,normal
19,right,normal
19,left,right
19,left,right
19,right,left
19,left,left
19,right,right
19,right,left
19,right,right
19,left,left
19,left,left
19,right,normal
19,left,left
19,right,left
19,left,right
19,right,right
19,left,normal
19,right,left
19,left,left
19,right,normal
19,right,right
19,left,right
19,left,normal
19,right,normal
19,left,left
19,left,normal
19,left,left
19,left,normal
19,right,normal
19,right,left
19,right,left
19,left,normal
19,left,normal
19,left,left
19,right,normal
19,right,left
19,right,normal
19,right,normal
19,left,normal
19,left,right
19,left,right
19,left,normal
19,right,normal
19,left,right
19,right,left
19,left,left
19,right,normal
19,right,left
19,right,normal
19,left,normal
19,left,left
19,right,left
19,right,left
19,right,left
19,left,normal
19,left,normal
19,right,right
19,left,right
19,left,right
19,right,right
20,right,left
20,left,left
20,left,normal
20,right,right
20,right,right
20,left,normal
20,left,right
20,left,left
20,left,left
20,left,normal
20,left,right
20,left,normal
20,right,right
20,right,right
20,left,left
20,left,normal
20,left,normal
20,right,right
20,right,normal
20,right,normal
20,right,left
20,left,normal
20,left,normal
20,right,left
20,right,left
20,right,right
20,right,right
20,right,left
20,right,normal
20,right,left
20,left,right
20,right,left
20,left,left
20,left,normal
20,right,right
20,right,right
20,right,right
20,left,normal
20,left,right
20,left,right
20,left,right
20,left,left
20,left,left
20,right,left
20,right,right
20,left,normal
20,left,right
20,right,normal
20,right,left
20,right,left
20,left,right
20,right,right
20,left,left
20,left,normal
20,left,normal
20,left,left
20,left,normal
20,left,right
20,left,left
20,left,normal
20,left,normal
20,right,right
20,right,normal
20,left,normal
20,left,right
20,right,right
20,right,normal
20,right,normal
20,right,left
20,right,right
20,left,normal
20,left,normal
20,left,right
20,right,left
20,right,right
20,right,left
20,right,left
20,right,right
20,right,right
20,left,normal
20,left,right
20,left,normal
20,left,right
20,right,normal
20,right,right
20,left,normal
20,right,left
20,right,normal
20,left,right
20,left,left
20,right,normal
20,left,right
20,left,normal
20,left,left
20,left,normal
20,right,right
20,left,left
20,left,right
20,right,normal
20,left,normal
20,left,right
20,right,left
20,right,left
20,left,left
20,right,normal
20,right,right
20,left,right
20,left,normal
20,right,normal
20,left,right
20,right,normal
20,right,left
20,left,normal
20,right,left
20,right,normal
20,right,left
20,left,normal
20,right,left
20,right,normal
20,left,left
20,right,left
20,right,left
20,left,normal
20,left,normal
20,left,normal
20,right,normal
20,right,left
20,left,right
20,left,left
20,left,left
20,left,left
20,right,normal
20,left,left
20,right,right
20,left,left
20,right,normal
20,right,right
20,left,normal
20,right,right
20,right,left
20,right,left
20,left,right
20,right,left
20,left,left
20,left,right
20,left,right
20,left,left
20,left,right
20,right,normal
20,right,left
20,right,normal
20,right,normal
20,right,right
20,right,left
20,left,left
20,left,normal
20,right,normal
20,left,left
20,left,right
20,left,normal
20,right,normal
20,right,normal
20,right,normal
20,right,right
20,left,left
20,right,normal
20,right,right
20,right,normal
20,right,right
20,left,right
20,right,right
20,right,normal
20,right,normal
20,left,right
20,left,left
20,left,left
20,right,right
20,left,left
20,right,left
20,right,normal
20,left,left
20,right,right
20,left,right
20,right,left
20,left,left
20,left,right
20,left,left
20,right,right
20,left,normal
20,right,left
20,right,right
20,left,normal
20,right,normal
20,right,normal
20,right,right
20,right,right
20,left,left
20,left,left
20,left,normal
20,right,left
20,right,right
20,left,right
20,right,right
20,right,left
20,left,right
20,left,normal
20,left,left
20,right,normal
20,right,right
20,left,right
20,left,right
20,left,left
20,right,normal
20,left,left
20,right,normal
20,left,right
20,left,right
20,right,right
20,right,right
20,left,right
20,left,right
20,right,left
20,left,left
20,right,normal
20,right,left
20,right,right
20,right,right
20,right,left
20,left,right
20,left,right
20,right,right
20,right,normal
20,right,normal
20,right,left
20,right,normal
20,right,right
20,left,normal
20,right,normal
20,right,left
20,right,left
20,right,left
20,left,left
20,right,left
20,left,left
20,left,normal
20,right,normal
20,right,normal
20,left,right
20,right,left
20,right,normal
20,left,normal
20,left,right
20,right,left
20,left,right
20,left,right
20,right,normal
20,right,right
20,left,left
20,left,left
20,right,normal
20,left,right
20,left,left
20,left,normal
20,right,left
20,left,normal
20,left,right
20,left,left
20,right,normal
20,left,left
20,right,right
20,left,left
20,left,normal
20,left,left
20,left,normal
20,right,left
20,left,normal
20,left,right
20,left,normal
20,right,left
20,right,left
20,right,right
20,left,normal
20,left,left
20,left,right
20,right,right
20,left,right
20,left,left
20,right,normal
21,left,left
21,right,left
21,left,left
21,left,right
21,right,right
21,right,normal
21,left,right
21,right,right
21,left,right
21,right,left
21,left,left
21,left,left
21,left,left
21,left,right
21,right,right
21,right,left
21,left,right
21,left,normal
21,left,right
21,left,right
21,right,normal
21,left,right
21,right,normal
21,right,right
21,right,left
21,left,left
21,right,normal
21,right,right
21,right,normal
21,left,normal
21,left,right
21,left,normal
21,right,right
21,right,left
21,left,normal
21,left,normal
21,right,right
21,left,right
21,left,right
21,left,normal
21,left,left
21,left,right
21,right,right
21,right,left
21,right,normal
21,right,right
21,right,right
21,left,left
21,left,right
21,right,right
21,right,normal
21,left,left
21,right,left
21,right,left
21,right,normal
21,right,right
21,right,normal
21,left,right
21,right,normal
21,left,left
21,right,normal
21,right,normal
21,left,normal
21,left,normal
21,right,normal
21,right,right
21,right,normal
21,left,normal
21,left,normal
21,left,right
21,right,right
21,right,right
21,right,right
21,left,left
21,left,right
21,left,right
21,left,right
21,right,normal
21,left,right
21,right,normal
21,left,left
21,right,right
21,left,left
21,left,left
21,left,normal
21,left,normal
21,left,right
21,right,right
21,left,normal
21,left,right
21,left,left
21,left,left
21,right,normal
21,left,left
21,left,right
21,left,normal
21,left,normal
21,left,normal
21,left,left
21,right,left
21,left,right
21,left,normal
21,left,right
21,left,left
21,left,normal
21,right,normal
21,right,normal
21,left,left
21,right,right
21,right,right
21,right,right
21,right,right
21,left,left
21,left,left
21,right,left
21,right,left
21,left,normal
21,left,right
21,right,normal
21,right,normal
21,right,right
21,right,normal
21,right,left
21,left,left
21,left,right
21,right,left
21,right,left
21,right,right
21,right,left
21,right,left
21,left,right
21,left,normal
21,left,left
21,left,left
21,right,left
21,left,left
21,left,right
21,right,normal
21,right,right
21,right,right
21,left,normal
21,left,normal
21,left,left
21,left,normal
21,right,left
21,left,normal
21,left,left
21,right,right
21,left,right
21,left,right
21,left,normal
21,right,left
21,right,normal
21,right,right
21,left,normal
21,right,right
21,right,normal
21,left,normal
21,left,left
21,left,left
21,right,normal
21,left,left
21,left,normal
21,right,right
21,right,right
21,right,left
21,right,left
21,left,normal
21,left,left
21,right,left
21,right,left
21,left,normal
21,left,normal
21,right,left
21,right,normal
21,left,normal
21,left,normal
21,right,normal
21,left,left
21,left,left
21,right,left
21,right,right
21,left,left
21,left,normal
21,left,left
21,right,left
21,left,right
21,right,normal
21,left,right
21,right,right
21,left,normal
21,left,left
21,right,right
21,right,left
21,right,left
21,left,normal
21,right,normal
21,left,right
21,right,normal
21,right,normal
21,right,normal
21,right,right
21,right,left
21,right,left
21,left,left
21,left,normal
21,left,right
21,left,normal
21,left,left
21,left,right
21,right,normal
21,left,normal
21,left,normal
21,left,left
21,right,right
21,right,right
21,right,left
21,right,normal
21,left,normal
21,left,right
21,right,normal
21,right,normal
21,left,left
21,left,left
21,left,normal
21,left,normal
21,left,normal
21,right,normal
21,left,right
21,right,left
21,right,left
21,left,left
21,left,normal
21,right,normal
21,right,normal
21,right,normal
21,right,normal
21,right,right
21,left,right
21,right,left
21,left,normal
21,right,left
21,left,right
21,right,right
21,right,normal
21,right,left
21,right,left
21,left,left
21,right,left
21,right,right
21,left,left
21,left,right
21,left,right
21,right,left
21,right,left
21,left,right
21,right,right
21,left,right
21,right,left
21,right,right
21,right,normal
21,left,right
21,right,left
21,right,normal
21,left,right
21,left,left
21,left,left
21,left,normal
21,right,normal
21,left,normal
21,right,normal
21,right,right
21,right,right
21,right,normal
21,right,right
21,right,left
21,right,left
21,right,right
21,right,right
21,right,left
21,left,right
21,left,right
21,right,left
21,right,left
21,right,right
21,left,left
21,right,left
21,left,right
22,left,right
22,left,right
22,left,normal
22,left,right
22,right,normal
22,left,normal
22,left,left
22,left,normal
22,right,left
22,left,right
22,right,left
22,left,right
22,right,normal
22,right,right
22,right,normal
22,left,left
22,left,right
22,left,normal
22,right,left
22,left,left
22,left,normal
22,right,left
22,right,normal
22,right,normal
22,left,normal
22,left,left
22,left,normal
22,right,left
22,right,normal
22,left,normal
22,left,left
22,left,right
22,right,right
22,left,right
22,left,right
22,left,left
22,left,right
22,left,right
22,left,left
22,right,right
22,right,right
22,right,normal
22,right,normal
22,right,left
22,right,left
22,left,left
22,right,left
22,left,right
22,right,normal
22,right,right
22,right,normal
22,left,normal
22,right,normal
22,left,right
22,left,left
22,right,normal
22,left,right
22,right,left
22,right,left
22,right,normal
22,left,right
22,left,normal
22,left,normal
22,right,right
22,right,left
22,right,normal
22,left,right
22,right,right
22,right,normal
22,left,normal
22,left,right
22,right,right
22,right,right
22,right,left
22,left,right
22,left,right
22,left,left
22,right,right
22,right,normal
22,left,normal
22,right,left
22,right,right
22,left,right
22,right,normal
22,right,normal
22,right,left
22,right,normal
22,right,left
22,right,right
22,right,left
22,right,left
22,right,normal
22,right,right
22,left,normal
22,right,left
22,right,normal
22,right,normal
22,right,left
22,left,left
22,left,right
22,right,right
22,right,right
22,right,normal
22,left,normal
22,right,normal
22,right,left
22,right,right
22,right,left
22,right,right
22,right,normal
22,left,normal
22,right,right
22,right,right
22,right,right
22,left,normal
22,right,right
22,left,left
22,right,normal
22,left,normal
22,right,normal
22,right,left
22,right,left
22,right,left
22,right,normal
22,right,right
22,right,left
22,left,right
22,left,right
22,right,normal
22,right,right
22,left,left
22,left,left
22,left,left
22,left,left
22,left,right
22,left,normal
22,right,left
22,left,left
22,left,right
22,left,right
22,left,right
22,right,normal
22,left,right
22,left,normal
22,left,normal
22,right,right
22,right,normal
22,right,right
22,right,normal
22,right,left
22,right,normal
22,right,left
22,right,left
22,right,normal
22,left,left
22,left,left
22,right,right
22,right,left
22,right,right
22,right,right
22,right,right
22,left,right
22,left,left
22,left,left
22,left,right
22,left,normal
22,left,left
22,right,normal
22,left,normal
22,left,right
22,right,normal
22,left,left
22,right,right
22,left,normal
22,right,normal
22,right,left
22,left,normal
22,right,left
22,left,normal
22,left,left
22,right,right
22,left,normal
22,left,right
22,left,right
22,left,normal
22,right,left
22,left,right
22,left,right
22,left,normal
22,left,left
22,right,left
22,right,right
22,right,left
22,right,left
22,right,normal
22,left,normal
22,right,normal
22,right,left
22,left,normal
22,right,normal
22,right,normal
22,right,right
22,left,right
22,left,left
22,left,left
22,left,left
22,right,left
22,right,right
22,right,right
22,left,right
22,left,right
22,left,normal
22,right,right
22,left,left
22,left,left
22,left,left
22,left,right
22,right,left
22,left,left
22,right,right
22,right,normal
22,right,right
22,right,left
22,right,left
22,left,left
22,left,right
22,left,right
22,right,right
22,left,right
22,right,left
22,left,normal
22,right,right
22,left,normal
22,right,right
22,left,normal
22,left,left
22,left,left
22,right,right
22,left,normal
22,right,right
22,left,left
22,left,left
22,left,left
22,left,normal
22,right,right
22,left,right
22,left,right
22,left,normal
22,right,left
22,right,normal
22,left,left
22,left,left
22,right,right
22,right,right
22,left,normal
22,left,left
22,left,normal
22,left,right
22,left,normal
22,left,left
22,left,left
22,left,normal
22,right,left
22,right,right
22,left,left
22,left,right
22,right,normal
22,left,normal
22,right,left
22,left,left
22,right,left
22,right,normal
22,left,normal
22,right,normal
22,right,normal
22,left,normal
22,left,left
22,left,left
22,left,left
22,left,normal
22,left,normal
22,left,right
22,right,right
22,left,normal
22,left,right
22,right,left
22,right,normal
22,right,left
23,right,right
23,left,left
23,left,right
23,right,normal
23,left,left
23,left,right
23,right,normal
23,left,normal
23,right,left
23,right,left
23,right,left
23,right,normal
23,left,normal
23,right,left
23,right,right
23,left,right
23,left,normal
23,right,right
23,right,left
23,left,left
23,left,left
23,right,right
23,left,left
23,right,right
23,left,right
23,right,normal
23,right,right
23,right,normal
23,left,normal
23,left,normal
23,right,left
23,right,normal
23,right,normal
23,right,normal
23,left,normal
23,right,normal
23,right,right
23,left,normal
23,right,left
23,left,left
23,left,left
23,left,normal
23,left,right
23,right,normal
23,left,left
23,right,right
23,left,normal
23,right,left
23,right,normal
23,right,left
23,right,normal
23,right,right
23,right,right
23,right,left
23,right,normal
23,right,right
23,left,right
23,right,left
23,left,normal
23,right,left
23,right,right
23,right,right
23,right,left
23,left,left
23,right,normal
23,left,right
23,left,right
23,left,left
23,right,normal
23,right,normal
23,left,right
23,right,left
23,left,normal
23,left,normal
23,left,right
23,right,left
23,right,normal
23,right,normal
23,right,left
23,right,normal
23,left,right
23,left,normal
23,right,right
23,right,right
23,left,left
23,left,right
23,right,left
23,left,normal
23,left,left
23,right,right
23,right,left
23,left,normal
23,left,right
23,right,left
23,left,right
23,right,normal
23,right,right
23,left,left
23,left,normal
23,right,normal
23,left,normal
23,left,normal
23,left,normal
23,right,normal
23,left,right
23,right,left
23,left,left
23,left,normal
23,right,left
23,left,normal
23,left,left
23,right,left
23,left,normal
23,right,left
23,left,right
23,left,normal
23,right,left
23,left,right
23,right,left
23,right,right
23,left,right
23,left,left
23,left,normal
23,left,left
23,left,left
23,right,normal
23,right,right
23,left,left
23,left,right
23,left,normal
23,left,normal
23,left,left
23,right,right
23,left,left
23,left,left
23,left,left
23,right,left
23,left,normal
23,left,right
23,left,normal
23,right,normal
23,left,left
23,left,left
23,left,right
23,right,right
23,right,normal
23,left,left
23,right,left
23,right,right
23,right,right
23,left,right
23,right,left
23,left,right
23,right,normal
23,right,normal
23,right,right
23,right,normal
23,right,normal
23,left,left
23,right,normal
23,left,normal
23,left,normal
23,left,right
23,left,right
23,right,right
23,right,normal
23,left,right
23,right,left
23,right,right
23,right,normal
23,right,right
23,right,right
23,left,right
23,left,left
23,right,right
23,right,right
23,left,right
23,left,right
23,right,normal
23,right,left
23,left,left
23,right,normal
23,left,right
23,left,normal
23,right,right
23,left,normal
23,right,left
23,right,normal
23,right,left
23,left,normal
23,left,normal
23,left,normal
23,left,normal
23,left,left
23,left,right
23,right,right
23,right,right
23,left,right
23,left,right
23,left,left
23,right,right
23,left,left
23,left,left
23,left,normal
23,left,normal
23,right,normal
23,right,normal
23,left,left
23,left,right
23,right,right
23,left,right
23,right,left
23,left,right
23,right,normal
23,left,right
23,right,right
23,right,normal
23,right,right
23,right,normal
23,left,right
23,left,normal
23,left,left
23,right,normal
23,left,right
23,right,right
23,left,right
23,left,left
23,left,normal
23,left,normal
23,left,left
23,left,left
23,right,right
23,right,left
23,left,right
23,right,left
23,left,left
23,right,left
